id,date,desc,amount
TXN_hard_0165,2026-01-21,Uber Technologies,2124.75
TXN_hard_0166,2026-01-21,Reliance Retail,2234.35
TXN_hard_0167,2026-01-18,Zomato,2944.65
TXN_hard_0168,2026-01-21,Amazon Retail,500.0
TXN_hard_0169,2026-01-31,Amazon Retail,500.0
TXN_hard_0170,2026-01-30,Amazon Retail,500.0
TXN_hard_0171,2026-01-05,Apple.com/Bill,1724.7
TXN_hard_0172,2026-01-20,Zomato,4022.17
TXN_hard_0173,2026-01-10,Reliance Retail,892.3
TXN_hard_0174,2026-01-12,Uber Technologies,2380.91
TXN_hard_0175,2026-01-23,Zomato,1829.24
TXN_hard_0176,2026-01-23,Amazon Retail,500.0
TXN_hard_0177,2026-01-17,Amazon Retail,500.0
TXN_hard_0178,2026-01-21,Amazon Retail,500.0
TXN_hard_0179,2026-01-05,Zomato,3693.37
TXN_hard_0180,2026-01-05,Amazon Marketplace,58.42
TXN_hard_0181,2026-01-07,Amazon Retail,500.0
TXN_hard_0182,2026-01-10,Zomato,3124.09
TXN_hard_0183,2026-01-22,Uber Technologies,471.36
TXN_hard_0184,2026-01-06,Amazon Retail,500.0
TXN_hard_0185,2026-01-25,Google Cloud,1949.6
TXN_hard_0186,2026-01-27,Amazon Marketplace,3617.37
TXN_hard_0187,2026-01-01,Reliance Retail,4646.05
TXN_hard_0188,2026-01-17,Uber Technologies,3055.5
TXN_hard_0189,2026-01-22,Amazon Retail,500.0
TXN_hard_0190,2026-01-02,Starbucks Coffee,3107.01
TXN_hard_0191,2026-01-01,Amazon Retail,500.0
TXN_hard_0192,2026-01-17,Reliance Retail,1960.35
TXN_hard_0193,2026-01-30,Starbucks Coffee,3708.64
TXN_hard_0194,2026-01-17,Zomato,591.93
TXN_hard_0195,2026-01-21,Amazon Retail,500.0
TXN_hard_0196,2026-01-01,Google Cloud,302.66
TXN_hard_0197,2026-01-01,Reliance Retail,297.96
TXN_hard_0198,2026-01-28,Reliance Retail,4125.31
TXN_hard_0199,2026-01-27,Netflix,642.93
TXN_hard_0200,2026-01-23,Uber Technologies,1009.35
TXN_hard_0201,2026-01-27,Netflix,4764.33
TXN_hard_0202,2026-01-15,Apple.com/Bill,3577.17
TXN_hard_0203,2026-01-11,Amazon Retail,500.0
TXN_hard_0204,2026-01-08,Google Cloud,2161.17
TXN_hard_0205,2026-01-13,Amazon Marketplace,2143.35
TXN_hard_0206,2026-01-11,Starbucks Coffee,2535.39
TXN_hard_0207,2026-01-15,Amazon Marketplace,1011.5
TXN_hard_0208,2026-01-31,Reliance Retail,3587.99
TXN_hard_0209,2026-01-24,Reliance Retail,1179.6
TXN_hard_0210,2026-01-21,Zomato,2977.77
TXN_hard_0211,2026-01-20,Google Cloud,492.49
TXN_hard_0212,2026-01-11,Amazon Marketplace,3561.25
TXN_hard_0213,2026-01-12,Apple.com/Bill,4315.87
TXN_hard_0214,2026-01-17,Amazon Marketplace,3088.22
TXN_hard_0215,2026-01-23,Netflix,2751.73
TXN_hard_0216,2026-01-05,Amazon Marketplace,2000.54
TXN_hard_0217,2026-01-15,Netflix,1152.77
TXN_hard_0218,2026-01-25,Reliance Retail,822.58
TXN_hard_0219,2026-01-21,Amazon Marketplace,3980.51
TXN_hard_0220,2026-01-08,Amazon Retail,500.0
TXN_hard_0221,2026-01-12,Apple.com/Bill,3811.79
TXN_hard_0222,2026-01-20,Amazon Retail,500.0
TXN_hard_0223,2026-01-06,Apple.com/Bill,2675.52
TXN_hard_0224,2026-01-07,Zomato,4612.74
TXN_hard_0225,2026-01-04,Amazon Marketplace,3808.8
TXN_hard_0226,2026-01-15,Amazon Marketplace,2454.57
TXN_hard_0227,2026-01-23,Zomato,3542.99
TXN_hard_0228,2026-01-15,Amazon Retail,500.0
TXN_hard_0229,2026-01-20,Zomato,3430.89
TXN_hard_0230,2026-01-31,Amazon Retail,500.0
TXN_hard_0231,2026-01-21,Reliance Retail,1494.97
TXN_hard_0232,2026-01-11,Amazon Retail,500.0
TXN_hard_0233,2026-01-29,Starbucks Coffee,51.53
TXN_hard_0234,2026-01-18,Uber Technologies,3361.33
TXN_hard_0235,2026-01-11,Amazon Marketplace,2584.04
TXN_hard_0236,2026-01-16,Netflix,2989.49
TXN_hard_0237,2026-01-06,Google Cloud,4525.18
TXN_hard_0238,2026-01-13,Reliance Retail,931.4
TXN_hard_0239,2026-01-11,Google Cloud,1166.9
TXN_hard_0240,2026-01-05,Amazon Retail,500.0
TXN_hard_0241,2026-01-16,Apple.com/Bill,4656.25
TXN_hard_0242,2026-01-24,Netflix,407.54
TXN_hard_0243,2026-01-17,Starbucks Coffee,4524.78
TXN_hard_0244,2026-01-03,Amazon Retail,500.0
TXN_hard_0245,2026-01-21,Amazon Retail,500.0
TXN_hard_0246,2026-01-26,Apple.com/Bill,983.73
TXN_hard_0247,2026-01-08,Apple.com/Bill,3159.49
TXN_hard_0248,2026-01-07,Apple.com/Bill,4640.76
TXN_hard_0249,2026-01-31,Amazon Retail,500.0
TXN_hard_0250,2026-01-10,Uber Technologies,4490.67
TXN_hard_0251,2026-01-05,Starbucks Coffee,1879.41
TXN_hard_0252,2026-01-29,Apple.com/Bill,3641.46
TXN_hard_0253,2026-01-12,Netflix,3586.65
TXN_hard_0254,2026-01-13,Amazon Marketplace,4492.23
TXN_hard_0255,2026-01-24,Netflix,2208.6
TXN_hard_0256,2026-01-24,Amazon Retail,500.0
TXN_hard_0257,2026-01-18,Netflix,692.14
TXN_hard_0258,2026-01-11,Amazon Retail,500.0
TXN_hard_0259,2026-01-09,Uber Technologies,1390.7
TXN_hard_0260,2026-01-02,Amazon Retail,500.0
TXN_hard_0261,2026-01-29,Amazon Retail,500.0
TXN_hard_0262,2026-01-30,Amazon Retail,500.0
TXN_hard_0263,2026-01-24,Amazon Retail,500.0
TXN_hard_0264,2026-01-17,Apple.com/Bill,1690.4
TXN_hard_0265,2026-01-30,Amazon Retail,500.0
TXN_hard_0266,2026-01-05,Zomato,1133.44
TXN_hard_0267,2026-01-07,Amazon Retail,500.0
TXN_hard_0268,2026-01-28,Netflix,4271.31
TXN_hard_0269,2026-01-07,Apple.com/Bill,1458.74
TXN_hard_0270,2026-01-06,Zomato,2681.19
TXN_hard_0271,2026-01-21,Reliance Retail,2747.48
TXN_hard_0272,2026-01-18,Google Cloud,4022.63
TXN_hard_0273,2026-01-24,Amazon Retail,500.0
TXN_hard_0274,2026-01-27,Amazon Retail,500.0
TXN_hard_0275,2026-01-05,Apple.com/Bill,1088.84
TXN_hard_0276,2026-01-15,Uber Technologies,4128.01
TXN_hard_0277,2026-01-08,Google Cloud,2935.21
TXN_hard_0278,2026-01-03,Google Cloud,2662.7
TXN_hard_0279,2026-01-16,Netflix,2532.63
TXN_hard_0280,2026-01-23,Amazon Retail,500.0
TXN_hard_0281,2026-01-17,Zomato,1983.37
TXN_hard_0282,2026-01-14,Netflix,3105.51
TXN_hard_0283,2026-01-04,Reliance Retail,3480.1
TXN_hard_0284,2026-01-20,Zomato,1246.59
TXN_hard_0285,2026-01-06,Amazon Marketplace,4944.44
TXN_hard_0286,2026-01-12,Netflix,3088.99
TXN_hard_0287,2026-01-02,Amazon Marketplace,499.1
TXN_hard_0288,2026-01-31,Uber Technologies,2021.61
TXN_hard_0289,2026-01-03,Amazon Marketplace,2917.07
TXN_hard_0290,2026-01-24,Amazon Marketplace,2074.22
TXN_hard_0291,2026-01-05,Starbucks Coffee,3640.22
TXN_hard_0292,2026-01-01,Reliance Retail,2384.9
TXN_hard_0293,2026-01-10,Netflix,529.9
TXN_hard_0294,2026-01-24,Amazon Retail,500.0
TXN_hard_0295,2026-01-12,Apple.com/Bill,2958.3
TXN_hard_0296,2026-01-04,Amazon Retail,500.0
TXN_hard_0297,2026-01-19,Uber Technologies,1895.34
TXN_hard_0298,2026-01-07,Amazon Marketplace,4104.72
TXN_hard_0299,2026-01-26,Starbucks Coffee,2848.73
