bank_id,date,desc,amount
B_hard_0040,2026-01-07,UBER TRIP HELP.UBER.COM,4221.92
B_hard_0041,2026-01-17,APPLE.COM/BILL CUPERTINO,180.29
B_hard_0041_dup,2026-01-17,APPLE.COM/BILL CUPERTINO,180.29
B_hard_0042,2026-01-14,Amazon Prime,1500.0
B_hard_0043,2026-01-01,Amazon Prime,1500.0
B_hard_0044,2026-02-08,STARBUCKS #1234,4509.33
B_hard_0045,2026-01-08,Amazon Prime,1500.0
B_hard_0046,2026-01-25,APPLE.COM/BILL CUPERTINO,2258.61
B_hard_0047,2026-01-11,AMZN MKTP IN,4359.06
B_hard_0048,2026-01-11,Amazon Prime,1500.0
B_hard_0049,2026-01-19,APPLE.COM/BILL CUPERTINO,4746.49
B_hard_0050,2026-01-16,GOOGLE *CLOUD_12345,2503.82
B_hard_0050_dup,2026-01-16,GOOGLE *CLOUD_12345,2503.82
B_hard_0051,2026-01-19,Amazon Prime,1500.0
B_hard_0052,2026-01-15,GOOGLE *CLOUD_12345,2945.77
B_hard_0052_dup,2026-01-15,GOOGLE *CLOUD_12345,2945.77
B_hard_0053,2026-01-28,APPLE.COM/BILL CUPERTINO,2760.62
B_hard_0054,2026-02-09,APPLE.COM/BILL CUPERTINO,3319.68
B_hard_0055,2026-01-21,AMZN MKTP IN,3712.66
B_hard_0056,2026-01-22,NETFLIX.COM,1562.06
B_hard_0057,2026-01-09,AMZN MKTP IN,4579.54
B_hard_0057_dup,2026-01-09,AMZN MKTP IN,4579.54
B_hard_0058,2026-01-28,Amazon Prime,1500.0
B_hard_0059,2026-01-23,Amazon Prime,1500.0
B_hard_0060,2026-01-04,Amazon Prime,1500.0
B_hard_0061,2026-01-05,RELIANCE SMART STORE,4799.35
B_hard_0062,2026-02-01,ZOMATO*ORDER_5678,2036.75
B_hard_0063,2026-01-20,Amazon Prime,1500.0
B_hard_0064,2026-01-11,STARBUCKS #1234,2070.11
B_hard_0064_dup,2026-01-11,STARBUCKS #1234,2070.11
B_hard_0065,2026-01-22,APPLE.COM/BILL CUPERTINO,3837.85
B_hard_0066,2026-01-26,Amazon Prime,1500.0
B_hard_0067,2026-01-24,AMZN MKTP IN,4965.79
B_hard_0068,2026-02-07,NETFLIX.COM,3610.37
B_hard_0069,2026-01-12,STARBUCKS #1234,445.15
B_hard_0069_dup,2026-01-12,STARBUCKS #1234,445.15
B_hard_0070,2026-01-26,RELIANCE SMART STORE,4037.98
B_hard_0071,2026-01-12,RELIANCE SMART STORE,209.55
B_hard_0071_dup,2026-01-12,RELIANCE SMART STORE,209.55
B_hard_0072,2026-01-15,AMZN MKTP IN,1061.78
B_hard_0073,2026-01-02,RELIANCE SMART STORE,764.69
B_hard_0073_dup,2026-01-02,RELIANCE SMART STORE,764.69
B_hard_0074,2026-01-22,NETFLIX.COM,2608.39
B_hard_0075,2026-01-07,APPLE.COM/BILL CUPERTINO,1760.04
B_hard_0075_dup,2026-01-07,APPLE.COM/BILL CUPERTINO,1760.04
B_hard_0076,2026-01-03,Amazon Prime,1500.0
B_hard_0077,2026-01-25,GOOGLE *CLOUD_12345,1221.34
B_hard_0078,2026-01-07,RELIANCE SMART STORE,972.07
B_hard_0078_dup,2026-01-07,RELIANCE SMART STORE,972.07
B_hard_0079,2026-01-10,ZOMATO*ORDER_5678,4687.29
B_hard_0079_dup,2026-01-10,ZOMATO*ORDER_5678,4687.29
B_hard_0080,2026-02-03,NETFLIX.COM,3695.11
B_hard_0081,2026-01-08,APPLE.COM/BILL CUPERTINO,3945.31
B_hard_0082,2026-01-22,UBER TRIP HELP.UBER.COM,646.78
B_hard_0083,2026-01-18,UBER TRIP HELP.UBER.COM,1761.57
B_hard_0084,2026-01-09,STARBUCKS #1234,438.98
B_hard_0085,2026-02-08,RELIANCE SMART STORE,1714.95
B_hard_0086,2026-01-20,STARBUCKS #1234,479.53
B_hard_0087,2026-01-05,RELIANCE SMART STORE,816.75
B_hard_0087_dup,2026-01-05,RELIANCE SMART STORE,816.75
B_hard_0088,2026-01-18,GOOGLE *CLOUD_12345,3814.68
B_hard_0089,2026-01-02,ZOMATO*ORDER_5678,317.2
B_hard_0089_dup,2026-01-02,ZOMATO*ORDER_5678,317.2
B_hard_0090,2026-01-21,GOOGLE *CLOUD_12345,1649.18
B_hard_0090_dup,2026-01-21,GOOGLE *CLOUD_12345,1649.18
B_hard_0091,2026-01-21,UBER TRIP HELP.UBER.COM,2666.4
B_hard_0091_dup,2026-01-21,UBER TRIP HELP.UBER.COM,2666.4
B_hard_0092,2026-01-07,UBER TRIP HELP.UBER.COM,901.98
B_hard_0092_dup,2026-01-07,UBER TRIP HELP.UBER.COM,901.98
B_hard_0093,2026-01-19,Amazon Prime,1500.0
B_hard_0094,2026-01-04,Amazon Prime,1500.0
B_hard_0095,2026-01-09,Amazon Prime,1500.0
B_hard_0096,2026-01-11,STARBUCKS #1234,3584.26
B_hard_0097,2026-01-21,RELIANCE SMART STORE,2560.13
B_hard_0098,2026-01-12,NETFLIX.COM,1382.61
B_hard_0099,2026-01-15,RELIANCE SMART STORE,4971.13
B_hard_0099_dup,2026-01-15,RELIANCE SMART STORE,4971.13
B_hard_0100,2026-01-14,STARBUCKS #1234,777.85
B_hard_0100_dup,2026-01-14,STARBUCKS #1234,777.85
B_hard_0101,2026-01-24,ZOMATO*ORDER_5678,943.05
B_hard_0101_dup,2026-01-24,ZOMATO*ORDER_5678,943.05
B_hard_0102,2026-02-06,RELIANCE SMART STORE,4608.13
B_hard_0103,2026-01-30,UBER TRIP HELP.UBER.COM,3636.56
B_hard_0104,2026-01-09,APPLE.COM/BILL CUPERTINO,3733.61
B_hard_0105,2026-01-19,Amazon Prime,1500.0
B_hard_0106,2026-01-26,AMZN MKTP IN,831.29
B_hard_0106_dup,2026-01-26,AMZN MKTP IN,831.29
B_hard_0107,2026-01-29,RELIANCE SMART STORE,1967.75
B_hard_0108,2026-01-14,UBER TRIP HELP.UBER.COM,1886.99
B_hard_0109,2026-02-03,AMZN MKTP IN,3348.62
B_hard_0110,2026-01-06,Amazon Prime,1500.0
B_hard_0111,2026-01-02,NETFLIX.COM,1800.54
B_hard_0112,2026-01-01,ZOMATO*ORDER_5678,848.01
B_hard_0112_dup,2026-01-01,ZOMATO*ORDER_5678,848.01
B_hard_0113,2026-02-05,RELIANCE SMART STORE,360.49
B_hard_0114,2026-01-04,Amazon Prime,1500.0
B_hard_0115,2026-01-17,APPLE.COM/BILL CUPERTINO,89.92
B_hard_0116,2026-01-09,STARBUCKS #1234,4099.39
B_hard_0117,2026-01-04,GOOGLE *CLOUD_12345,829.97
B_hard_0117_dup,2026-01-04,GOOGLE *CLOUD_12345,829.97
B_hard_0118,2026-01-31,UBER TRIP HELP.UBER.COM,4008.1
B_hard_0119,2026-02-10,GOOGLE *CLOUD_12345,361.04
B_hard_0120,2026-01-31,UBER TRIP HELP.UBER.COM,3070.79
B_hard_0121,2026-02-02,GOOGLE *CLOUD_12345,3442.63
B_hard_0122,2026-01-05,RELIANCE SMART STORE,3867.61
B_hard_0123,2026-02-09,UBER TRIP HELP.UBER.COM,4580.55
B_hard_0124,2026-01-15,ZOMATO*ORDER_5678,3742.88
B_hard_0125,2026-01-16,APPLE.COM/BILL CUPERTINO,2560.34
B_hard_0125_dup,2026-01-16,APPLE.COM/BILL CUPERTINO,2560.34
B_hard_0126,2026-01-15,Amazon Prime,1500.0
B_hard_0127,2026-01-06,Amazon Prime,1500.0
B_hard_0128,2026-01-24,ZOMATO*ORDER_5678,4484.61
B_hard_0129,2026-01-08,Amazon Prime,1500.0
B_hard_0130,2026-01-09,Amazon Prime,1500.0
B_hard_0131,2026-01-07,APPLE.COM/BILL CUPERTINO,1589.14
B_hard_0132,2026-02-02,UBER TRIP HELP.UBER.COM,3404.28
B_hard_0133,2026-01-13,NETFLIX.COM,2120.74
B_hard_0133_dup,2026-01-13,NETFLIX.COM,2120.74
B_hard_0134,2026-01-17,APPLE.COM/BILL CUPERTINO,3085.2
B_hard_0134_dup,2026-01-17,APPLE.COM/BILL CUPERTINO,3085.2
B_hard_0135,2026-01-29,GOOGLE *CLOUD_12345,469.14
B_hard_0135_dup,2026-01-29,GOOGLE *CLOUD_12345,469.14
B_hard_0136,2026-01-28,AMZN MKTP IN,713.43
B_hard_0137,2026-01-25,Amazon Prime,1500.0
B_hard_0138,2026-01-03,Amazon Prime,1500.0
B_hard_0139,2026-01-28,UBER TRIP HELP.UBER.COM,1650.71
B_hard_0140,2026-01-16,Amazon Prime,1500.0
B_hard_0141,2026-01-22,GOOGLE *CLOUD_12345,4407.54
B_hard_0142,2026-01-23,STARBUCKS #1234,3311.48
B_hard_0143,2026-01-17,Amazon Prime,1500.0
B_hard_0144,2026-01-31,Amazon Prime,1500.0
B_hard_0145,2026-01-15,AMZN MKTP IN,3181.74
B_hard_0145_dup,2026-01-15,AMZN MKTP IN,3181.74
B_hard_0146,2026-01-16,ZOMATO*ORDER_5678,2675.73
B_hard_0147,2026-01-26,RELIANCE SMART STORE,3503.14
B_hard_0148,2026-01-22,ZOMATO*ORDER_5678,2210.07
B_hard_0149,2026-01-04,STARBUCKS #1234,436.29
B_hard_0149_dup,2026-01-04,STARBUCKS #1234,436.29
B_hard_0150,2026-01-26,RELIANCE SMART STORE,208.48
B_hard_0150_dup,2026-01-26,RELIANCE SMART STORE,208.48
B_hard_0151,2026-02-04,STARBUCKS #1234,2443.37
B_hard_0152,2026-01-26,Amazon Prime,1500.0
B_hard_0153,2026-01-15,AMZN MKTP IN,2778.19
B_hard_0154,2026-01-05,Amazon Prime,1500.0
B_hard_0155,2026-01-13,NETFLIX.COM,4379.77
B_hard_0156,2026-01-15,UBER TRIP HELP.UBER.COM,2566.48
B_hard_0157,2026-01-02,GOOGLE *CLOUD_12345,3922.61
B_hard_0158,2026-01-13,Amazon Prime,1500.0
B_hard_0159,2026-01-28,Amazon Prime,1500.0
B_hard_0160,2026-01-23,RELIANCE SMART STORE,486.86
B_hard_0160_dup,2026-01-23,RELIANCE SMART STORE,486.86
B_hard_0161,2026-01-09,GOOGLE *CLOUD_12345,3465.3
B_hard_0161_dup,2026-01-09,GOOGLE *CLOUD_12345,3465.3
B_hard_0162,2026-01-23,ZOMATO*ORDER_5678,2172.97
B_hard_0163,2026-01-07,Amazon Prime,1500.0
B_hard_0164,2026-01-14,Amazon Prime,1500.0
B_hard_0165,2026-01-25,ZOMATO*ORDER_5678,58.59
B_hard_0166,2026-02-05,ZOMATO*ORDER_5678,238.48
B_hard_0167,2026-01-02,Amazon Prime,1500.0
B_hard_0168,2026-01-12,RELIANCE SMART STORE,1724.59
B_hard_0168_dup,2026-01-12,RELIANCE SMART STORE,1724.59
B_hard_0169,2026-01-04,ZOMATO*ORDER_5678,2963.67
B_hard_0169_dup,2026-01-04,ZOMATO*ORDER_5678,2963.67
B_hard_0170,2026-01-09,Amazon Prime,1500.0
B_hard_0171,2026-01-17,Amazon Prime,1500.0
B_hard_0172,2026-01-25,RELIANCE SMART STORE,2512.34
B_hard_0173,2026-01-27,AMZN MKTP IN,388.88
B_hard_0174,2026-01-16,AMZN MKTP IN,500.22
B_hard_0174_dup,2026-01-16,AMZN MKTP IN,500.22
B_hard_0175,2026-01-24,AMZN MKTP IN,2868.58
B_hard_0175_dup,2026-01-24,AMZN MKTP IN,2868.58
B_hard_0176,2026-01-01,AMZN MKTP IN,4173.6
B_hard_0177,2026-01-21,ZOMATO*ORDER_5678,4878.95
B_hard_0178,2026-02-03,STARBUCKS #1234,4028.92
B_hard_0179,2026-01-23,UBER TRIP HELP.UBER.COM,4424.6
B_hard_0179_dup,2026-01-23,UBER TRIP HELP.UBER.COM,4424.6
B_hard_0180,2026-01-19,RELIANCE SMART STORE,2595.6
B_hard_0181,2026-01-13,Amazon Prime,1500.0
B_hard_0182,2026-01-23,APPLE.COM/BILL CUPERTINO,2856.39
B_hard_0182_dup,2026-01-23,APPLE.COM/BILL CUPERTINO,2856.39
B_hard_0183,2026-01-24,AMZN MKTP IN,3019.73
B_hard_0183_dup,2026-01-24,AMZN MKTP IN,3019.73
B_hard_0184,2026-02-06,STARBUCKS #1234,2118.97
B_hard_0185,2026-01-31,UBER TRIP HELP.UBER.COM,3205.88
B_hard_0185_dup,2026-01-31,UBER TRIP HELP.UBER.COM,3205.88
B_hard_0186,2026-01-20,RELIANCE SMART STORE,3504.26
B_hard_0186_dup,2026-01-20,RELIANCE SMART STORE,3504.26
B_hard_0187,2026-01-11,NETFLIX.COM,1271.35
B_hard_0188,2026-01-21,NETFLIX.COM,1016.95
B_hard_0188_dup,2026-01-21,NETFLIX.COM,1016.95
B_hard_0189,2026-01-16,UBER TRIP HELP.UBER.COM,4241.95
B_hard_0189_dup,2026-01-16,UBER TRIP HELP.UBER.COM,4241.95
B_hard_0190,2026-01-14,STARBUCKS #1234,190.38
B_hard_0190_dup,2026-01-14,STARBUCKS #1234,190.38
B_hard_0191,2026-01-28,RELIANCE SMART STORE,4640.28
B_hard_0192,2026-01-21,APPLE.COM/BILL CUPERTINO,2370.71
B_hard_0193,2026-01-26,Amazon Prime,1500.0
B_hard_0194,2026-01-22,UBER TRIP HELP.UBER.COM,2117.29
B_hard_0195,2026-01-14,NETFLIX.COM,285.8
B_hard_0196,2026-01-30,APPLE.COM/BILL CUPERTINO,1467.51
B_hard_0197,2026-01-29,NETFLIX.COM,147.63
B_hard_0198,2026-01-10,UBER TRIP HELP.UBER.COM,4906.77
B_hard_0198_dup,2026-01-10,UBER TRIP HELP.UBER.COM,4906.77
B_hard_0199,2026-01-25,Amazon Prime,1500.0
B_hard_0200,2026-01-06,Amazon Prime,1500.0
B_hard_0201,2026-01-18,ZOMATO*ORDER_5678,479.19
B_hard_0201_dup,2026-01-18,ZOMATO*ORDER_5678,479.19
B_hard_0202,2026-01-20,APPLE.COM/BILL CUPERTINO,3347.28
B_hard_0202_dup,2026-01-20,APPLE.COM/BILL CUPERTINO,3347.28
B_hard_0203,2026-01-11,APPLE.COM/BILL CUPERTINO,4676.58
B_hard_0203_dup,2026-01-11,APPLE.COM/BILL CUPERTINO,4676.58
B_hard_0204,2026-01-11,STARBUCKS #1234,1787.13
B_hard_0205,2026-01-01,Amazon Prime,1500.0
B_hard_0206,2026-01-06,NETFLIX.COM,2563.71
B_hard_0207,2026-01-24,Amazon Prime,1500.0
B_hard_0208,2026-01-19,ZOMATO*ORDER_5678,516.78
B_hard_0208_dup,2026-01-19,ZOMATO*ORDER_5678,516.78
B_hard_0209,2026-01-25,ZOMATO*ORDER_5678,3545.38
B_hard_0210,2026-01-03,NETFLIX.COM,3198.2
B_hard_0210_dup,2026-01-03,NETFLIX.COM,3198.2
B_hard_0211,2026-01-29,Amazon Prime,1500.0
B_hard_0212,2026-01-26,GOOGLE *CLOUD_12345,943.47
B_hard_0213,2026-01-16,Amazon Prime,1500.0
B_hard_0214,2026-01-27,APPLE.COM/BILL CUPERTINO,2829.51
B_hard_0215,2026-01-30,STARBUCKS #1234,1919.81
B_hard_0215_dup,2026-01-30,STARBUCKS #1234,1919.81
B_hard_0216,2026-01-19,AMZN MKTP IN,2485.83
B_hard_0217,2026-01-25,AMZN MKTP IN,913.12
B_hard_0217_dup,2026-01-25,AMZN MKTP IN,913.12
B_hard_0218,2026-02-07,UBER TRIP HELP.UBER.COM,3632.05
B_hard_0219,2026-01-22,AMZN MKTP IN,1911.07
B_hard_0220,2026-01-07,ZOMATO*ORDER_5678,602.64
B_hard_0221,2026-01-01,STARBUCKS #1234,3142.58
B_hard_0222,2026-02-06,RELIANCE SMART STORE,3587.26
B_hard_0223,2026-01-28,Amazon Prime,1500.0
B_hard_0224,2026-01-21,AMZN MKTP IN,253.48
B_hard_0224_dup,2026-01-21,AMZN MKTP IN,253.48
B_hard_0225,2026-02-04,GOOGLE *CLOUD_12345,504.74
B_hard_0226,2026-01-25,APPLE.COM/BILL CUPERTINO,3963.8
B_hard_0226_dup,2026-01-25,APPLE.COM/BILL CUPERTINO,3963.8
B_hard_0227,2026-02-06,APPLE.COM/BILL CUPERTINO,2594.39
B_hard_0228,2026-02-10,RELIANCE SMART STORE,2797.88
B_hard_0229,2026-01-25,Amazon Prime,1500.0
B_hard_0230,2026-01-10,Amazon Prime,1500.0
B_hard_0231,2026-01-23,STARBUCKS #1234,2521.54
B_hard_0232,2026-01-09,GOOGLE *CLOUD_12345,3795.9
B_hard_0232_dup,2026-01-09,GOOGLE *CLOUD_12345,3795.9
B_hard_0233,2026-01-07,Amazon Prime,1500.0
B_hard_0234,2026-01-18,AMZN MKTP IN,3654.79
B_hard_0234_dup,2026-01-18,AMZN MKTP IN,3654.79
B_hard_0235,2026-01-17,AMZN MKTP IN,1727.37
B_hard_0235_dup,2026-01-17,AMZN MKTP IN,1727.37
B_hard_0236,2026-01-26,Amazon Prime,1500.0
B_hard_0237,2026-01-07,GOOGLE *CLOUD_12345,1081.73
B_hard_0238,2026-01-29,Amazon Prime,1500.0
B_hard_0239,2026-01-31,NETFLIX.COM,2532.68
B_hard_0240,2026-01-05,GOOGLE *CLOUD_12345,866.69
B_hard_0241,2026-02-01,AMZN MKTP IN,3955.12
B_hard_0242,2026-01-11,Amazon Prime,1500.0
B_hard_0243,2026-02-07,AMZN MKTP IN,3064.16
B_hard_0244,2026-01-13,ZOMATO*ORDER_5678,4519.03
B_hard_0245,2026-01-26,ZOMATO*ORDER_5678,3688.75
B_hard_0245_dup,2026-01-26,ZOMATO*ORDER_5678,3688.75
B_hard_0246,2026-01-01,Amazon Prime,1500.0
B_hard_0247,2026-01-16,APPLE.COM/BILL CUPERTINO,288.02
B_hard_0248,2026-01-16,Amazon Prime,1500.0
B_hard_0249,2026-01-09,Amazon Prime,1500.0
B_hard_0250,2026-01-14,NETFLIX.COM,3436.32
B_hard_0251,2026-01-23,STARBUCKS #1234,239.38
B_hard_0252,2026-01-02,NETFLIX.COM,1733.7
B_hard_0253,2026-01-31,UBER TRIP HELP.UBER.COM,2810.72
B_hard_0254,2026-01-24,APPLE.COM/BILL CUPERTINO,2106.81
B_hard_0255,2026-02-03,RELIANCE SMART STORE,3223.96
B_hard_0256,2026-01-29,GOOGLE *CLOUD_12345,1092.5
B_hard_0257,2026-01-08,STARBUCKS #1234,2052.14
B_hard_0257_dup,2026-01-08,STARBUCKS #1234,2052.14
B_hard_0258,2026-02-10,NETFLIX.COM,2945.45
B_hard_0259,2026-02-04,NETFLIX.COM,1229.27
B_hard_0260,2026-01-24,Amazon Prime,1500.0
B_hard_0261,2026-01-18,NETFLIX.COM,3874.09
B_hard_0262,2026-01-17,UBER TRIP HELP.UBER.COM,4913.43
B_hard_0263,2026-02-08,APPLE.COM/BILL CUPERTINO,3266.66
B_hard_0264,2026-01-13,GOOGLE *CLOUD_12345,3411.34
B_hard_0265,2026-02-09,STARBUCKS #1234,255.57
B_hard_0266,2026-01-30,Amazon Prime,1500.0
B_hard_0267,2026-01-26,AMZN MKTP IN,4333.47
B_hard_0268,2026-01-12,GOOGLE *CLOUD_12345,3277.84
B_hard_0269,2026-01-12,NETFLIX.COM,3462.77
B_hard_0270,2026-01-30,ZOMATO*ORDER_5678,2139.07
B_hard_0270_dup,2026-01-30,ZOMATO*ORDER_5678,2139.07
B_hard_0271,2026-01-14,NETFLIX.COM,4237.81
B_hard_0272,2026-02-03,UBER TRIP HELP.UBER.COM,931.12
B_hard_0273,2026-01-03,Amazon Prime,1500.0
B_hard_0274,2026-01-02,RELIANCE SMART STORE,2883.13
B_hard_0274_dup,2026-01-02,RELIANCE SMART STORE,2883.13
B_hard_0275,2026-01-04,AMZN MKTP IN,1289.78
B_hard_0275_dup,2026-01-04,AMZN MKTP IN,1289.78
B_hard_0276,2026-01-31,NETFLIX.COM,460.1
B_hard_0277,2026-01-13,APPLE.COM/BILL CUPERTINO,4179.38
B_hard_0278,2026-01-18,ZOMATO*ORDER_5678,354.31
B_hard_0279,2026-01-02,GOOGLE *CLOUD_12345,3505.48
B_hard_0279_dup,2026-01-02,GOOGLE *CLOUD_12345,3505.48
B_hard_0280,2026-01-29,Amazon Prime,1500.0
B_hard_0281,2026-01-13,AMZN MKTP IN,4130.88
B_hard_0282,2026-01-12,GOOGLE *CLOUD_12345,2114.51
B_hard_0283,2026-01-13,STARBUCKS #1234,4403.38
B_hard_0284,2026-02-07,APPLE.COM/BILL CUPERTINO,3744.69
B_hard_0285,2026-01-18,ZOMATO*ORDER_5678,2218.03
B_hard_0285_dup,2026-01-18,ZOMATO*ORDER_5678,2218.03
B_hard_0286,2026-01-14,Amazon Prime,1500.0
B_hard_0287,2026-01-06,STARBUCKS #1234,3967.71
B_hard_0288,2026-02-09,NETFLIX.COM,3954.92
B_hard_0289,2026-01-22,NETFLIX.COM,4831.23
B_hard_0290,2026-01-28,Amazon Prime,1500.0
B_hard_0291,2026-02-03,GOOGLE *CLOUD_12345,3637.17
B_hard_0292,2026-01-30,Amazon Prime,1500.0
B_hard_0293,2026-01-01,ZOMATO*ORDER_5678,4543.66
B_hard_0293_dup,2026-01-01,ZOMATO*ORDER_5678,4543.66
B_hard_0294,2026-01-24,Amazon Prime,1500.0
B_hard_0295,2026-01-11,UBER TRIP HELP.UBER.COM,3408.91
B_hard_0295_dup,2026-01-11,UBER TRIP HELP.UBER.COM,3408.91
B_hard_0296,2026-01-05,Amazon Prime,1500.0
B_hard_0297,2026-01-10,NETFLIX.COM,1655.44
B_hard_0298,2026-01-17,ZOMATO*ORDER_5678,288.08
B_hard_0298_dup,2026-01-17,ZOMATO*ORDER_5678,288.08
B_hard_0299,2026-01-11,STARBUCKS #1234,4106.75
